check_id,poc_name_dummy,platform_enum,sub_channel_enum,rating_score_num,open_time,beer_sales_volume_num,sales_volume_num,price_perLitre,single_pack_unit,single_pack_num,beer_sub_brand_enum
adbb981e3e6b580db3f5ea9d51f62415,poc7,ele,地方菜系,3.9,['00:00:00-23:59:00'],283,220,18,瓶,1,三得利啤酒
adbb981e3e6b580db3f5ea9d51f62415,poc7,ele,地方菜系,3.9,['00:00:00-23:59:00'],283,52,27.2727272727273,瓶,1,雪花
adbb981e3e6b580db3f5ea9d51f62415,poc7,ele,地方菜系,3.9,['00:00:00-23:59:00'],283,11,27.2727272727273,罐,1,三得利清爽
'846178473618750,poc8,meituanwm,烧烤/小龙虾,4.2,"['00:00-01:30', '15:00-23:59']",247,247,14,罐,1,三得利啤酒
'1032704608305796,poc11,meituanwm,特色小吃,4.8,['09:00-23:59'],201,61,10,罐,1,三得利啤酒
'1032704608305796,poc11,meituanwm,特色小吃,4.8,['09:00-23:59'],201,61,10,罐,1,三得利啤酒
'1032704608305796,poc11,meituanwm,特色小吃,4.8,['09:00-23:59'],201,0,13.0909090909091,罐,1,雪花
'1032704608305796,poc11,meituanwm,特色小吃,4.8,['09:00-23:59'],201,18,12,罐,1,雪花
'1032704608305796,poc11,meituanwm,特色小吃,4.8,['09:00-23:59'],201,61,10,罐,1,三得利啤酒
'1080245601360177,poc17,meituanwm,川湘菜,4.1,['10:00-23:30'],149,149,12,罐,1,三得利啤酒
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,14,8,瓶,1,青岛
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,29,12.1212121212121,瓶,1,雪花
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,25,15.1515151515152,罐,1,雪花
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,14,8,瓶,1,青岛
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,29,12.1212121212121,瓶,1,雪花
'982075533857866,poc21,meituanwm,简餐便当,4.2,['00:00-23:59'],136,25,15.1515151515152,罐,1,雪花
'1023161191024774,poc22,meituanwm,特色小吃,4.3,['00:00-23:59'],130,36,15.1515151515152,罐,1,三得利啤酒
'1023161191024774,poc22,meituanwm,特色小吃,4.3,['00:00-23:59'],130,94,14,罐,1,三得利啤酒
'918797780672660,poc24,meituanwm,烧烤/小龙虾,4.3,"['00:00-00:30', '15:00-23:59']",123,123,20,罐,1,三得利啤酒
'1009232612056088,poc26,meituanwm,米粉面馆,4.4,['10:30-20:50'],119,1,20,罐,1,青岛
'1009232612056088,poc26,meituanwm,米粉面馆,4.4,['10:30-20:50'],119,59,16,罐,1,汉斯
'1009232612056088,poc26,meituanwm,米粉面馆,4.4,['10:30-20:50'],119,59,16,罐,1,汉斯
'930492976610987,poc27,meituanwm,炸鸡炸串,4.6,['10:30-23:00'],116,58,13.6363636363636,瓶,1,雪花
'930492976610987,poc27,meituanwm,炸鸡炸串,4.6,['10:30-23:00'],116,58,13.6363636363636,瓶,1,雪花
ac035e1904b917c0765805362392863d,poc29,ele,烧烤/小龙虾,4.7,['15:00:00-03:00:00'],113,43,14,罐,1,others
ac035e1904b917c0765805362392863d,poc29,ele,烧烤/小龙虾,4.7,['15:00:00-03:00:00'],113,70,14,罐,1,青岛
d8d427cc7c56d6682b4e20521ad1ffa7,poc31,ele,烧烤/小龙虾,4.5,['16:00/02:00'],107,84,9.09090909090909,罐,1,雪花
d8d427cc7c56d6682b4e20521ad1ffa7,poc31,ele,烧烤/小龙虾,4.5,['16:00/02:00'],107,23,10,罐,1,青岛纯生
'853333889180687,poc32,meituanwm,米粉面馆,4.4,['09:00-21:36'],107,107,19.98,罐,1,汉斯
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,14,31.6,罐,1,乌苏
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,1,24,罐,1,others
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,0,27.6,罐,1,百威经典
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,14,31.6,罐,1,乌苏
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,2,27.6,罐,1,乌苏
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,39,12,罐,1,others
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,35,16,罐,1,雪花勇闯天涯
'1101552934124223,poc33,meituanwm,烧烤/小龙虾,4.3,"['00:00-03:00', '16:00-23:59']",105,0,25.6,罐,1,雪花纯生
81626e87bf40c6ad2ab1654b4e4ea8b2,poc35,ele,烧烤/小龙虾,4.6,['16:00/03:00'],102,102,24.2424242424242,罐,1,雪花
'1093362431437381,poc39,meituanwm,烧烤/小龙虾,3.6,"['00:00-03:30', '16:30-23:59']",96,96,30.3030303030303,罐,1,雪花
'1093675964103397,poc41,meituanwm,日料寿司,4.7,"['10:00-13:30', '16:00-21:30']",94,20,22.5352112676056,罐,1,麒麟
'1093675964103397,poc41,meituanwm,日料寿司,4.7,"['10:00-13:30', '16:00-21:30']",94,74,24.2424242424242,罐,1,朝日
'974864283758202,poc43,meituanwm,韩式料理,4.7,"['00:00-02:30', '10:00-23:59']",93,15,18,罐,1,others
'974864283758202,poc43,meituanwm,韩式料理,4.7,"['00:00-02:30', '10:00-23:59']",93,10,18,罐,1,others
'974864283758202,poc43,meituanwm,韩式料理,4.7,"['00:00-02:30', '10:00-23:59']",93,68,12,罐,1,三得利啤酒
d34403d909def27688ff705850bf28d3,poc45,ele,烧烤/小龙虾,4.7,['16:35/02:55'],89,1,4.48,罐,1,others
d34403d909def27688ff705850bf28d3,poc45,ele,烧烤/小龙虾,4.7,['16:35/02:55'],89,51,24.2424242424242,罐,1,雪花
d34403d909def27688ff705850bf28d3,poc45,ele,烧烤/小龙虾,4.7,['16:35/02:55'],89,9,24.1935483870968,罐,1,乌苏
d34403d909def27688ff705850bf28d3,poc45,ele,烧烤/小龙虾,4.7,['16:35/02:55'],89,0,24,罐,1,青岛纯生
d34403d909def27688ff705850bf28d3,poc45,ele,烧烤/小龙虾,4.7,['16:35/02:55'],89,28,16,罐,1,三得利啤酒
'1014377982864003,poc46,meituanwm,川湘菜,4.8,"['00:00-01:10', '10:45-14:00', '16:30-23:59']",88,5,16.6666666666667,罐,3,青岛经典
'1014377982864003,poc46,meituanwm,川湘菜,4.8,"['00:00-01:10', '10:45-14:00', '16:30-23:59']",88,8,18,罐,1,青岛经典
'1014377982864003,poc46,meituanwm,川湘菜,4.8,"['00:00-01:10', '10:45-14:00', '16:30-23:59']",88,39,15.1515151515152,罐,1,雪花
'1014377982864003,poc46,meituanwm,川湘菜,4.8,"['00:00-01:10', '10:45-14:00', '16:30-23:59']",88,36,13.6,罐,1,三得利啤酒
2772fedefb0862ad97adc30cea268292,poc52,ele,烧烤/小龙虾,4.6,['09:00:00-21:00:00'],82,82,12,罐,1,雪花淡爽
'1021103901678169,poc53,meituanwm,烧烤/小龙虾,0,['08:00-08:30'],82,37,10,罐,1,青岛
'1021103901678169,poc53,meituanwm,烧烤/小龙虾,0,['08:00-08:30'],82,31,10,罐,1,青岛
'1021103901678169,poc53,meituanwm,烧烤/小龙虾,0,['08:00-08:30'],82,4,20,罐,1,雪花纯生
'1021103901678169,poc53,meituanwm,烧烤/小龙虾,0,['08:00-08:30'],82,6,10,罐,1,雪花原汁麦
'1021103901678169,poc53,meituanwm,烧烤/小龙虾,0,['08:00-08:30'],82,4,16,罐,1,雪花勇闯天涯
'919665364080120,poc54,meituanwm,川湘菜,3.7,['00:01-23:59'],82,5,15.6,罐,1,青岛经典
'919665364080120,poc54,meituanwm,川湘菜,3.7,['00:01-23:59'],82,5,14.0666666666667,罐,3,青岛经典
'919665364080120,poc54,meituanwm,川湘菜,3.7,['00:01-23:59'],82,5,14.0666666666667,罐,3,青岛经典
'919665364080120,poc54,meituanwm,川湘菜,3.7,['00:01-23:59'],82,5,15.6,罐,1,青岛经典
'919665364080120,poc54,meituanwm,川湘菜,3.7,['00:01-23:59'],82,62,14,罐,1,青岛
443b74aefbc55b15e29c9c362a973493,poc55,ele,川湘菜,4.1,['09:00:00-23:00:00'],80,54,15.76,罐,1,青岛
443b74aefbc55b15e29c9c362a973493,poc55,ele,川湘菜,4.1,['09:00:00-23:00:00'],80,26,16,罐,1,青岛
'979142071187019,poc56,meituanwm,烧烤/小龙虾,4.3,['16:15-23:59'],80,18,12,罐,1,青岛
'979142071187019,poc56,meituanwm,烧烤/小龙虾,4.3,['16:15-23:59'],80,62,18.1818181818182,罐,1,雪花
9a45a3f1361ac416fcbc8b4d08d26fb1,poc57,ele,简餐便当,4.7,['10:00:00-23:55:00'],77,77,12,罐,1,三得利啤酒
'959642919689310,poc60,meituanwm,川湘菜,4.5,"['00:00-03:00', '10:00-23:59']",76,76,18.1818181818182,罐,1,三得利啤酒
f5740cdfdb91c0f6952838bc6bd57857,poc61,ele,米粉面馆,4.6,['09:00:00-23:55:00'],75,37,8,罐,1,青岛
f5740cdfdb91c0f6952838bc6bd57857,poc61,ele,米粉面馆,4.6,['09:00:00-23:55:00'],75,37,8,罐,1,青岛
f5740cdfdb91c0f6952838bc6bd57857,poc61,ele,米粉面馆,4.6,['09:00:00-23:55:00'],75,1,8,罐,1,三得利啤酒
'1101402610217480,poc62,meituanwm,川湘菜,3.8,['10:16-23:59'],74,35,13.6363636363636,罐,1,雪花
'1101402610217480,poc62,meituanwm,川湘菜,3.8,['10:16-23:59'],74,35,13.6363636363636,罐,1,雪花
'1101402610217480,poc62,meituanwm,川湘菜,3.8,['10:16-23:59'],74,4,24,罐,1,青岛经典
'1101402610217480,poc62,meituanwm,川湘菜,3.8,['10:16-23:59'],74,0,56,罐,1,青岛
'989200884606957,poc66,meituanwm,特色小吃,4.3,"['00:00-03:00', '11:00-23:59']",72,36,15.1515151515152,罐,1,三得利清爽
'989200884606957,poc66,meituanwm,特色小吃,4.3,"['00:00-03:00', '11:00-23:59']",72,36,15.1515151515152,罐,1,三得利清爽
d059a56549f9cce82349fe9d6c2e1924,poc67,ele,烧烤/小龙虾,4.7,['14:00/03:00'],71,40,10,罐,1,三得利啤酒
d059a56549f9cce82349fe9d6c2e1924,poc67,ele,烧烤/小龙虾,4.7,['14:00/03:00'],71,19,15.1515151515152,罐,1,雪花
d059a56549f9cce82349fe9d6c2e1924,poc67,ele,烧烤/小龙虾,4.7,['14:00/03:00'],71,12,20,罐,1,青岛纯生
b92b8e4e19241dec8ad52582ad98a1c1,poc68,ele,烧烤/小龙虾,4.8,['16:00:00-03:00:00'],70,70,16,罐,1,青岛
'870260355236251,poc69,meituanwm,简餐便当,4.5,"['00:01-05:00', '10:00-23:59']",70,28,16,罐,1,青岛经典
'870260355236251,poc69,meituanwm,简餐便当,4.5,"['00:01-05:00', '10:00-23:59']",70,30,10,罐,1,青岛
'870260355236251,poc69,meituanwm,简餐便当,4.5,"['00:01-05:00', '10:00-23:59']",70,12,24,罐,1,青岛纯生
d5ab3a29cc8ffcd77a33a06384e9b647,poc74,ele,简餐便当,4.7,['00:00:00-23:59:00'],66,66,16,罐,1,others
'1047161468235148,poc75,meituanwm,特色小吃,4.6,"['00:00-02:00', '10:00-23:59']",66,66,12,罐,1,三得利啤酒
9cfd6b5abe6296e1caf51c3c7d04bf83,poc76,ele,烧烤/小龙虾,4.9,['12:40:00-02:00:00'],65,65,10,罐,1,三得利啤酒
'900063133343099,poc80,meituanwm,烧烤/小龙虾,4.3,"['00:00-02:00', '14:30-23:59']",63,63,26,罐,1,青岛
'1102218654025166,poc82,meituanwm,韩式料理,4.3,"['00:00-02:00', '10:30-23:59']",62,62,20,罐,1,others
'1119943984083604,poc87,meituanwm,简餐便当,3.6,['10:00-22:00'],60,20,12.48,罐,1,雪花勇闯天涯
'1119943984083604,poc87,meituanwm,简餐便当,3.6,['10:00-22:00'],60,20,12.48,罐,1,雪花勇闯天涯
'1119943984083604,poc87,meituanwm,简餐便当,3.6,['10:00-22:00'],60,20,10,罐,1,青岛
'1119943984083604,poc87,meituanwm,简餐便当,3.6,['10:00-22:00'],60,0,20,罐,1,青岛纯生
'858118482742034,poc90,meituanwm,炸鸡炸串,4.7,['10:30-23:59'],59,59,16,罐,1,三得利啤酒
6c21126841bd3067ea6c58f0ec1309c4,poc91,ele,烧烤/小龙虾,4.5,['16:00/02:00'],58,58,30.3030303030303,罐,1,雪花
'870582477818754,poc92,meituanwm,简餐便当,4.4,"['00:00-03:00', '10:00-23:55']",58,29,21.2121212121212,罐,1,雪花
'870582477818754,poc92,meituanwm,简餐便当,4.4,"['00:00-03:00', '10:00-23:55']",58,29,21.2121212121212,罐,1,雪花
'859905189114638,poc94,meituanwm,川湘菜,4.2,['09:40-23:59'],57,12,1.996,瓶,5,青岛
'859905189114638,poc94,meituanwm,川湘菜,4.2,['09:40-23:59'],57,16,12,罐,1,others
'859905189114638,poc94,meituanwm,川湘菜,4.2,['09:40-23:59'],57,29,1.996,瓶,5,青岛
643708d86018ce5c1021b28677081610,poc95,ele,韩式料理,4.8,['10:30:00-23:30:00'],56,56,12,罐,1,三得利啤酒
20e1dd52cc0b0297599f7f8c3ddf3db7,poc99,ele,烧烤/小龙虾,4.7,['11:00/04:30'],55,55,8,罐,1,三得利啤酒
218e9732c6407a6a0a22decad095ac91,poc105,ele,炸鸡炸串,4.7,['10:00:00-01:00:00'],53,53,20,罐,1,三得利啤酒
af2530b5c1b8cda3c8ac9c6bef98b23d,poc106,ele,简餐便当,4.7,['10:00/02:30'],53,19,12,罐,1,三得利啤酒
af2530b5c1b8cda3c8ac9c6bef98b23d,poc106,ele,简餐便当,4.7,['10:00/02:30'],53,34,20,罐,1,others
'854867192478684,poc107,meituanwm,简餐便当,4.5,"['00:00-00:32', '08:30-23:59']",53,17,11.76,罐,1,雪花原汁麦
'854867192478684,poc107,meituanwm,简餐便当,4.5,"['00:00-00:32', '08:30-23:59']",53,33,10,罐,1,others
'854867192478684,poc107,meituanwm,简餐便当,4.5,"['00:00-00:32', '08:30-23:59']",53,3,12,罐,1,三得利啤酒
'1017225546202686,poc110,meituanwm,特色小吃,5,['08:18-22:00'],52,3,16,罐,1,青岛纯生
'1017225546202686,poc110,meituanwm,特色小吃,5,['08:18-22:00'],52,23,12,罐,1,三得利超醇
'1017225546202686,poc110,meituanwm,特色小吃,5,['08:18-22:00'],52,23,12,罐,1,三得利超醇
'1017225546202686,poc110,meituanwm,特色小吃,5,['08:18-22:00'],52,3,16,罐,1,青岛纯生
'989797885042077,poc115,meituanwm,简餐便当,3.9,['00:00-23:59'],51,51,16,罐,1,三得利超醇
'1094758295808095,poc117,meituanwm,烧烤/小龙虾,4.2,"['00:01-01:30', '16:00-23:59']",50,2,32,罐,1,青岛奥古特
'1094758295808095,poc117,meituanwm,烧烤/小龙虾,4.2,"['00:01-01:30', '16:00-23:59']",50,48,20,罐,1,青岛纯生
'910066112137561,poc118,meituanwm,烧烤/小龙虾,4.5,"['00:00-03:00', '14:00-23:59']",50,32,10,罐,1,青岛
'910066112137561,poc118,meituanwm,烧烤/小龙虾,4.5,"['00:00-03:00', '14:00-23:59']",50,18,10,罐,1,青岛
34d5a3a7219cbd4ce6d9ca213ed270cf,poc119,ele,烧烤/小龙虾,4.6,['14:30/01:30'],49,0,24,罐,1,青岛白啤
34d5a3a7219cbd4ce6d9ca213ed270cf,poc119,ele,烧烤/小龙虾,4.6,['14:30/01:30'],49,19,12,罐,1,青岛
34d5a3a7219cbd4ce6d9ca213ed270cf,poc119,ele,烧烤/小龙虾,4.6,['14:30/01:30'],49,30,20,罐,1,青岛经典
34d5a3a7219cbd4ce6d9ca213ed270cf,poc119,ele,烧烤/小龙虾,4.6,['14:30/01:30'],49,0,18.6666666666667,罐,3,青岛
'1057697023004925,poc120,meituanwm,简餐便当,4.5,['09:50-23:00'],49,49,16.6666666666667,罐,1,雪花
'1075967813928865,poc124,meituanwm,烧烤/小龙虾,4.9,['17:00-23:59'],48,12,16,罐,1,青岛经典
'1075967813928865,poc124,meituanwm,烧烤/小龙虾,4.9,['17:00-23:59'],48,12,24,罐,1,青岛纯生
'1075967813928865,poc124,meituanwm,烧烤/小龙虾,4.9,['17:00-23:59'],48,12,24,罐,1,青岛纯生
'1075967813928865,poc124,meituanwm,烧烤/小龙虾,4.9,['17:00-23:59'],48,12,16,罐,1,青岛经典
'896953577018729,poc128,meituanwm,烧烤/小龙虾,4.8,['00:00-23:59'],47,22,12,罐,1,雪花勇闯天涯
'896953577018729,poc128,meituanwm,烧烤/小龙虾,4.8,['00:00-23:59'],47,25,10,罐,1,青岛
'896953577018729,poc128,meituanwm,烧烤/小龙虾,4.8,['00:00-23:59'],47,0,20,罐,1,百威经典
'896953577018729,poc128,meituanwm,烧烤/小龙虾,4.8,['00:00-23:59'],47,0,20,罐,1,百威经典
'987517257440409,poc132,meituanwm,炸鸡炸串,4.7,"['00:00-01:00', '11:00-23:59']",46,5,14,罐,1,others
'987517257440409,poc132,meituanwm,炸鸡炸串,4.7,"['00:00-01:00', '11:00-23:59']",46,2,15.1515151515152,罐,1,雪花
'987517257440409,poc132,meituanwm,炸鸡炸串,4.7,"['00:00-01:00', '11:00-23:59']",46,0,8,罐,1,others
'987517257440409,poc132,meituanwm,炸鸡炸串,4.7,"['00:00-01:00', '11:00-23:59']",46,39,10,罐,1,三得利啤酒
'1104271648418644,poc135,meituanwm,炸鸡炸串,4.7,['10:00-18:00'],45,17,13,罐,1,others
'1104271648418644,poc135,meituanwm,炸鸡炸串,4.7,['10:00-18:00'],45,12,16,罐,1,others
'1104271648418644,poc135,meituanwm,炸鸡炸串,4.7,['10:00-18:00'],45,13,12,罐,1,三得利啤酒
'1104271648418644,poc135,meituanwm,炸鸡炸串,4.7,['10:00-18:00'],45,3,15.1515151515152,罐,1,雪花
393d5338d9056241c437b934696c9a60,poc136,ele,冒菜/麻辣烫,4.3,['08:30/23:00'],44,44,24,罐,1,三得利啤酒
'1119651926249055,poc140,meituanwm,烧烤/小龙虾,4.2,"['00:01-03:30', '17:30-23:59']",44,2,18,罐,1,青岛经典
'1119651926249055,poc140,meituanwm,烧烤/小龙虾,4.2,"['00:01-03:30', '17:30-23:59']",44,34,12,罐,1,青岛
'1119651926249055,poc140,meituanwm,烧烤/小龙虾,4.2,"['00:01-03:30', '17:30-23:59']",44,4,34,罐,1,青岛白啤
'1119651926249055,poc140,meituanwm,烧烤/小龙虾,4.2,"['00:01-03:30', '17:30-23:59']",44,0,28,罐,1,青岛纯生
'1119651926249055,poc140,meituanwm,烧烤/小龙虾,4.2,"['00:01-03:30', '17:30-23:59']",44,4,16,罐,1,青岛
881e56a163aaa1eaf4049ef2d040e0de,poc143,ele,烧烤/小龙虾,4.7,['11:00/03:00'],43,1,20,罐,1,青岛白啤
881e56a163aaa1eaf4049ef2d040e0de,poc143,ele,烧烤/小龙虾,4.7,['11:00/03:00'],43,26,10,罐,1,青岛
881e56a163aaa1eaf4049ef2d040e0de,poc143,ele,烧烤/小龙虾,4.7,['11:00/03:00'],43,9,20,罐,1,青岛经典
881e56a163aaa1eaf4049ef2d040e0de,poc143,ele,烧烤/小龙虾,4.7,['11:00/03:00'],43,7,20,罐,1,青岛纯生
881e56a163aaa1eaf4049ef2d040e0de,poc143,ele,烧烤/小龙虾,4.7,['11:00/03:00'],43,0,20,瓶,3,青岛经典
'1065805921300061,poc144,meituanwm,川湘菜,4.5,"['10:00-16:00', '16:30-22:00']",43,43,20,罐,1,青岛纯生
38b7466010b6fabade2ef8308e6752de,poc146,ele,炸鸡炸串,4.7,['10:00/03:00'],42,19,10,罐,1,others
38b7466010b6fabade2ef8308e6752de,poc146,ele,炸鸡炸串,4.7,['10:00/03:00'],42,3,15.1515151515152,罐,1,三得利啤酒
38b7466010b6fabade2ef8308e6752de,poc146,ele,炸鸡炸串,4.7,['10:00/03:00'],42,4,20,罐,1,others
38b7466010b6fabade2ef8308e6752de,poc146,ele,炸鸡炸串,4.7,['10:00/03:00'],42,16,12,瓶,1,三得利超醇
cef2ded0f4ccaa2e85500944c53bfdf4,poc147,ele,烧烤/小龙虾,5,['10:30:00-00:05:00'],42,30,10,罐,1,青岛
cef2ded0f4ccaa2e85500944c53bfdf4,poc147,ele,烧烤/小龙虾,5,['10:30:00-00:05:00'],42,12,15.1515151515152,罐,1,雪花
'896532670218386,poc150,meituanwm,川湘菜,4,['08:55-23:59'],42,21,5.76,罐,1,青岛
'896532670218386,poc150,meituanwm,川湘菜,4,['08:55-23:59'],42,0,12.1212121212121,罐,1,雪花
'896532670218386,poc150,meituanwm,川湘菜,4,['08:55-23:59'],42,21,5.76,罐,1,青岛
'896532670218386,poc150,meituanwm,川湘菜,4,['08:55-23:59'],42,0,12.1212121212121,罐,1,雪花
'975285190541459,poc151,meituanwm,川湘菜,3.9,['10:00-23:00'],42,42,18.1818181818182,罐,1,三得利啤酒
4e785c98f73dd86736b33f66b7806bf8,poc152,ele,烧烤/小龙虾,4.3,['10:00:00-03:00:00'],41,41,26,罐,1,青岛
'848648079809485,poc154,meituanwm,川湘菜,3.8,"['00:00-02:00', '10:00-23:59']",41,17,10,罐,1,雪花原汁麦
'848648079809485,poc154,meituanwm,川湘菜,3.8,"['00:00-02:00', '10:00-23:59']",41,0,20,罐,1,青岛纯生
'848648079809485,poc154,meituanwm,川湘菜,3.8,"['00:00-02:00', '10:00-23:59']",41,7,10,罐,1,三得利啤酒
'848648079809485,poc154,meituanwm,川湘菜,3.8,"['00:00-02:00', '10:00-23:59']",41,17,10,罐,1,雪花原汁麦
'1008691446174281,poc159,meituanwm,川湘菜,3.7,['10:00-23:00'],40,20,10,罐,1,三得利啤酒
'1008691446174281,poc159,meituanwm,川湘菜,3.7,['10:00-23:00'],40,20,10,罐,1,三得利啤酒
'1070981356879879,poc160,meituanwm,简餐便当,4.4,"['00:00-01:00', '10:00-23:59']",40,20,12.7272727272727,瓶,1,雪花
'1070981356879879,poc160,meituanwm,简餐便当,4.4,"['00:00-01:00', '10:00-23:59']",40,20,12.7272727272727,瓶,1,雪花
'939954789587149,poc161,meituanwm,烧烤/小龙虾,4.5,"['00:00-02:30', '16:00-23:59']",40,27,12,罐,1,雪花原汁麦
'939954789587149,poc161,meituanwm,烧烤/小龙虾,4.5,"['00:00-02:30', '16:00-23:59']",40,5,24,罐,1,青岛纯生
'939954789587149,poc161,meituanwm,烧烤/小龙虾,4.5,"['00:00-02:30', '16:00-23:59']",40,1,20,罐,1,雪花纯生
'939954789587149,poc161,meituanwm,烧烤/小龙虾,4.5,"['00:00-02:30', '16:00-23:59']",40,7,14,罐,1,雪花勇闯天涯
3b0bf4c4020a264de761c4406b9e39af,poc162,ele,饺子馄饨,4.6,['06:30/02:00'],39,39,11.76,罐,1,others
c5e8c51c0428f58a87dfc3e8d6beb1d0,poc163,ele,烧烤/小龙虾,4.7,['11:00/01:00'],39,14,30.3030303030303,罐,1,雪花
c5e8c51c0428f58a87dfc3e8d6beb1d0,poc163,ele,烧烤/小龙虾,4.7,['11:00/01:00'],39,25,20,罐,1,青岛纯生
'1068906887701937,poc164,meituanwm,川湘菜,4.3,['10:35-21:30'],39,39,20,罐,1,青岛
'876629791797518,poc165,meituanwm,川湘菜,4.8,['10:00-22:00'],39,39,18.1818181818182,罐,1,雪花淡爽
'1015735192564495,poc169,meituanwm,特色小吃,5,['08:00-22:34'],38,17,15.1515151515152,罐,1,雪花
'1015735192564495,poc169,meituanwm,特色小吃,5,['08:00-22:34'],38,17,15.1515151515152,罐,1,雪花
'1015735192564495,poc169,meituanwm,特色小吃,5,['08:00-22:34'],38,4,15.1515151515152,罐,1,三得利清爽
'1112337596955790,poc170,meituanwm,饺子馄饨,4.4,['09:30-23:00'],38,18,12.6666666666667,罐,1,others
'1112337596955790,poc170,meituanwm,饺子馄饨,4.4,['09:30-23:00'],38,2,20,罐,1,青岛
'1112337596955790,poc170,meituanwm,饺子馄饨,4.4,['09:30-23:00'],38,18,12.6666666666667,罐,1,others
'955554110784838,poc171,meituanwm,特色小吃,4.1,['09:00-22:00'],38,6,13.6363636363636,罐,6,雪花
'955554110784838,poc171,meituanwm,特色小吃,4.1,['09:00-22:00'],38,13,15.1515151515152,罐,1,雪花
'955554110784838,poc171,meituanwm,特色小吃,4.1,['09:00-22:00'],38,6,13.6363636363636,罐,6,雪花
'955554110784838,poc171,meituanwm,特色小吃,4.1,['09:00-22:00'],38,13,15.1515151515152,罐,1,雪花
0691ba0d590a3a641cad1dc1446df8e9,poc172,ele,烧烤/小龙虾,4.6,['09:30/23:00'],37,18,24,罐,1,青岛经典
0691ba0d590a3a641cad1dc1446df8e9,poc172,ele,烧烤/小龙虾,4.6,['09:30/23:00'],37,0,21.3333333333333,罐,3,青岛经典
0691ba0d590a3a641cad1dc1446df8e9,poc172,ele,烧烤/小龙虾,4.6,['09:30/23:00'],37,11,13.3333333333333,瓶,1,汉斯
0691ba0d590a3a641cad1dc1446df8e9,poc172,ele,烧烤/小龙虾,4.6,['09:30/23:00'],37,2,12.2222222222222,瓶,3,汉斯
0691ba0d590a3a641cad1dc1446df8e9,poc172,ele,烧烤/小龙虾,4.6,['09:30/23:00'],37,6,30,罐,1,青岛纯生
8edae2bcd1efdbe3f633ed6d15e044f3,poc174,ele,炸鸡炸串,4.9,['11:30/21:30'],37,37,90,罐,1,others
'906548533976587,poc176,meituanwm,川湘菜,4.4,"['10:50-13:40', '16:25-22:00']",37,1,30,罐,1,乌苏
'906548533976587,poc176,meituanwm,川湘菜,4.4,"['10:50-13:40', '16:25-22:00']",37,17,20,罐,1,雪花纯生
'906548533976587,poc176,meituanwm,川湘菜,4.4,"['10:50-13:40', '16:25-22:00']",37,19,20,罐,1,雪花勇闯天涯
'906548533976587,poc176,meituanwm,川湘菜,4.4,"['10:50-13:40', '16:25-22:00']",37,0,30,罐,1,百威经典
'994075672488065,poc177,meituanwm,简餐便当,4.3,['09:00-23:40'],37,37,11,罐,1,雪花原汁麦
0948b9c37f0e42596b15af9d9b432566,poc178,ele,米粉面馆,4.7,['10:00/03:30'],36,13,12,罐,1,三得利啤酒
0948b9c37f0e42596b15af9d9b432566,poc178,ele,米粉面馆,4.7,['10:00/03:30'],36,23,14,罐,1,三得利啤酒
c7fc89f6094a1ac2a34d81d012108bc8,poc180,ele,烧烤/小龙虾,4.9,['10:00/04:00'],36,25,14,罐,1,三得利啤酒
c7fc89f6094a1ac2a34d81d012108bc8,poc180,ele,烧烤/小龙虾,4.9,['10:00/04:00'],36,11,22,罐,1,青岛纯生
'1108197248491396,poc181,meituanwm,川湘菜,4,['09:00-23:00'],36,6,14,罐,1,雪花勇闯天涯
'1108197248491396,poc181,meituanwm,川湘菜,4,['09:00-23:00'],36,30,10,罐,1,雪花原汁麦
'1042235140752203,poc189,meituanwm,简餐便当,4.7,['00:00-23:59'],35,35,19.8,罐,1,三得利啤酒
'991837994529895,poc192,meituanwm,简餐便当,4.1,['00:00-23:59'],35,35,21.2121212121212,罐,1,雪花
266d72268ad0678b1119dfe408f8e7b0,poc193,ele,烧烤/小龙虾,4.7,['16:00/02:00'],34,10,30.3030303030303,罐,1,雪花
266d72268ad0678b1119dfe408f8e7b0,poc193,ele,烧烤/小龙虾,4.7,['16:00/02:00'],34,24,30,罐,1,青岛
5f3f88f0decae3273ae610b88a558197,poc194,ele,炸鸡炸串,4.6,['10:00:00-02:00:00'],34,34,10,罐,1,三得利啤酒
